AR Mean Wind (m/s)	AR Mean IWV (kg/m2)	AR Mean IVT (kg/m/s)	AR Mean Precip (mm/day)	Central Lon (deg)	Central Lat (deg)
11.955741831647819	41.201133728027344	467.2009582519531	12.655289104278076	264.905	21.2
10.812696655631562	22.83294677734375	229.75514221191406	4.286365405933277	43.35	26.029
21.36559919027171	30.41425895690918	522.0133056640625	15.923620509350394	136.535	30.678
16.168025464884654	11.211939811706543	157.911865234375	1.9530200460682745	76.008	65.506
19.77928964698743	17.559341430664062	275.03369140625	24.20394053357713	338.18	59.712
17.304651731282593	34.12334442138672	547.0389404296875	8.990845180355484	325.447	37.283
21.22975933145165	31.712575912475586	557.3292236328125	9.620360284788996	195.051	35.476
12.271435432190344	34.81942367553711	409.52508544921875	9.680844750734838	259.274	22.976
9.31670249510817	22.172096252441406	199.33155822753906	3.511101688899047	46.865	27.503
26.991571271191066	24.459503173828125	535.8651123046875	9.946995192307693	151.557	34.083
18.398571014248574	28.20172691345215	460.38330078125	11.532411467191043	328.739	39.298
16.496850741725712	8.6865234375	122.5572738647461	3.264227549235026	88.402	70.424
9.30363636592339	33.8870964050293	282.3370361328125	1.0294545081353956	237.723	19.228
23.636804612494515	25.128273010253906	530.3399658203125	14.211189516129032	207.289	43.179
14.546337202252756	40.35503005981445	520.01025390625	17.38039688325264	257.514	19.438
10.818179930339443	34.248104095458984	368.5888977050781	8.954581621397345	99.204	20.569
23.152703902558272	25.323902130126953	511.40765380859375	14.242020868342813	180.963	40.174
21.469103791507237	8.774539947509766	171.59674072265625	2.8990988926580776	147.59	50.012
23.291750535242976	15.901323318481445	344.01953125	16.27683888561321	348.112	60.058
14.518957379293688	9.786001205444336	125.05156707763672	1.4062312111925723	164.994	59.38
18.547484978230965	32.62777328491211	552.118896484375	10.78140385945638	316.655	36.548
15.354635031219436	14.23122787475586	185.46006774902344	2.3804731839440865	70.121	47.217
18.287324485679655	15.419058799743652	244.2976531982422	11.140041655143806	35.83	46.147
13.34411144252583	32.922210693359375	395.4502258300781	16.24342539612676	263.669	25.509
8.722233237564703	27.735937118530273	226.63511657714844	0.24246390206473215	39.978	20.74
13.995978249409536	8.409148216247559	113.72795867919922	0.6283673932475429	149.793	55.647
21.293836214279867	22.97723388671875	441.9031982421875	7.9491577643450935	184.545	38.123
17.242151390515314	31.175451278686523	491.708984375	9.768979310306232	327.39	40.769
22.264942912282546	12.102558135986328	225.04812622070312	4.935582139756945	47.968	49.097
14.138175360919304	10.19829273223877	138.53045654296875	1.4467926025390625	83.558	50.864
10.273656641311463	21.499780654907227	190.6047821044922	3.900069676088483	31.728	23.074
9.45388151470338	19.29854965209961	137.1520538330078	1.0890003613063268	55.885	21.82
18.290184828436477	28.593122482299805	430.76959228515625	16.086878026983396	271.941	31.983
17.207994616890314	25.144775390625	398.7554016113281	5.900779137244592	339.425	47.723
19.827357532301768	25.684375762939453	464.3491516113281	7.335657511308281	186.416	35.965
19.175333970178393	11.166956901550293	193.36087036132812	1.374394234894328	62.023	53.354
